Gene_Symbol	Zero_Count
4933411G06Rik	0
4933411K16Rik	0
4933412E24Rik	0
4933415F23Rik	0
4933416C03Rik	0
4933417G07Rik	0
4933427E11Rik	0
5031425E22Rik	0
5031426D15Rik	0
5033404E19Rik	0
5730408K05Rik	0
5730416F02Rik	0
5730488B01Rik	0
5830454E08Rik	0
5930403L14Rik	0
6230400D17Rik	0
6330407A03Rik	0
6330415B21Rik	0
6430411K18Rik	0
7420426K07Rik	0
8430431K14Rik	0
9030612E09Rik	0
9130023H24Rik	0
9130024F11Rik	0
9130221H12Rik	0
9330133O14Rik	0
9430083A17Rik	0
9530091C08Rik	0
A230073K19Rik	0
A530088E08Rik	0
A630066F11Rik	0
A630072M18Rik	0
A730098P11Rik	0
A830082N09Rik	0
A930013F10Rik	0
A930017M01Rik	0
AA388235	0
AA413626	0
AA414768	0
AA543401	0
AA619741	0
Abhd16b	0
Acot10	0
Actbl2	0
Actl10	0
Actl11	0
Actl7a	0
Actl7b	0
Actl9	0
Actrt1	0
Actrt2	0
Adam1a	0
Adam1b	0
Adam30	0
Adam4	0
Adam6a	0
Adam6b	0
Ado	0
Adra2a	0
Adra2b	0
Adra2c	0
Adrb1	0
Adrb2	0
AF357355	0
AF357359	0
AF357399	0
AF357425	0
AF357426	0
AF366264	0
AI414108	0
AI429214	0
AI450353	0
Aldoart1	0
Aldoart2	0
Alyref2	0
Amer2	0
Amigo2	0
Amigo3	0
Ang2	0
Ankrd63	0
Aplnr	0
Arl14	0
Arl4c	0
Arxes1	0
Arxes2	0
Ascl4	0
Ascl5	0
Asprv1	0
Atoh1	0
Atoh7	0
Atxn7l3b	0
AU015228	0
AU022751	0
AW011738	0
AY074887	0
Aym1	0
B130006D01Rik	0
B330016D10Rik	0
B3galt4	0
B3galt6	0
B3gnt4	0
B3gnt8	0
B3gnt9	0
B430319G15Rik	0
B630019K06Rik	0
B930003M22Rik	0
B930041F14Rik	0
B930059L03Rik	0
Bambi-ps1	0
BB283400	0
BC020402	0
BC031361	0
BC037704	0
BC048507	0
Bcl2a1c	0
Bdkrb1	0
Bhlha9	0
Bhlhe22	0
Bhlhe23	0
Bloc1s4	0
Bmyc	0
C030016D13Rik	0
C030023E24Rik	0
C030034I22Rik	0
C130030K03Rik	0
C630043F03Rik	0
Calm4	0
Calml3	0
Capns2	0
Capza3	0
Ccdc121	0
Ccdc166	0
Ccdc184	0
Ccdc185	0
Ccdc54	0
Ccdc71l	0
Ccdc8	0
Ccdc85b	0
Ccdc87	0
Ccdc89	0
Ccdc96	0
Ccer1	0
Ccin	0
Ccr1l1	0
Cct8l1	0
Cd248	0
Cdk5r1	0
Cdk5r2	0
Cdr1	0
Cebpa	0
Cebpb	0
Cebpd	0
Cecr6	0
Cenpb	0
Cetn1	0
Ch25h	0
Chml	0
Chmp1b	0
Chrm5	0
Chst14	0
Cistr-act	0
Cited4	0
Cldn17	0
Cldn20	0
Cldn22	0
Cldn23	0
Cldn24	0
Cldn3	0
Cldn4	0
Cldn5	0
Cldn8	0
Cldn9	0
Clec14a	0
Crebzf	0
Csl	0
Csnka2ip	0
Cstf2t	0
Cxx1a	0
Cxx1b	0
Cyp8b1	0
Cypt12	0
Cypt4	0
Cypt9	0
D030025P21Rik	0
D1Pas1	0
D330050I16Rik	0
D630041G03Rik	0
D730005E14Rik	0
D7Ertd143e	0
D830031N03Rik	0
D830046C22Rik	0
Dalir	0
Dbpht2	0
Dcaf12l2	0
Ddi1	0
Ddx28	0
Dear1	0
Defa4	0
Dio3	0
Dlx6os2	0
Dnajb3	0
Dnajb7	0
Dnajb8	0
Dnajc30	0
Dnm3os	0
Dolk	0
DQ267100	0
DQ267101	0
DQ267102	0
Drd5	0
Dusp21	0
Dux	0
E030024N20Rik	0
E130012A19Rik	0
E130201H02Rik	0
E130317F20Rik	0
E330033B04Rik	0
E530001F21Rik	0
E530011L22Rik	0
Ear10	0
Ear12	0
Ear14	0
Ear3	0
Ear4	0
Ear7	0
Eddm3b	0
Eid1	0
Eid2	0
Eid2b	0
Eid3	0
Epm2aip1	0
Exoc8	0
Exosc6	0
F630111L10Rik	0
F8a	0
F930015N05Rik	0
Fahd1	0
Fam122a	0
Fam187a	0
Fam43a	0
Fam43b	0
Fam47c	0
Fam58b	0
Fam71a	0
Fancf	0
Fbll1	0
Fbxl14	0
Fem1a	0
Ferd3l	0
Ffar1	0
Fibin	0
Fignl2	0
Fjx1	0
Foxb2	0
Foxc1	0
Foxc2	0
Foxd1	0
Foxd2	0
Foxd3	0
Foxd4	0
Foxe1	0
Foxe3	0
Foxg1	0
Foxl1	0
Foxl2	0
Foxq1	0
Foxs1	0
Fpr3	0
Fpr-rs3	0
Fpr-rs4	0
Fpr-rs6	0
Frat1	0
Frat2	0
Fscb	0
Fthl17	0
Ftmt	0
Fut4	0
Fv1	0
Fzd1	0
Fzd10	0
Fzd2	0
Fzd7	0
Fzd8	0
Fzd9	0
G630025P09Rik	0
G6bos	0
G6pd2	0
Galnt4	0
Gas1	0
Gdap10	0
Gja10	0
Gjd3	0
Gk2	0
Gm10012	0
Gm10024	0
Gm10081	0
Gm10100	0
Gm10142	0
Gm10190	0
Gm10228	0
Gm10229	0
Gm10272	0
Gm10318	0
Gm10336	0
Gm10400	0
Gm10416	0
Gm10509	0
Gm10512	0
Gm10536	0
Gm10584	0
Gm10638	0
Gm10665	0
Gm10666	0
Gm10670	0
Gm10697	0
Gm10731	0
Gm10768	0
Gm10789	0
Gm10921	0
Gm10922	0
Gm11559	0
Gm11562	0
Gm11563	0
Gm11564	0
Gm11565	0
Gm11567	0
Gm11568	0
Gm11595	0
Gm11596	0
Gm11780	0
Gm11937	0
Gm11938	0
Gm12060	0
Gm12238	0
Gm12338	0
Gm12504	0
Gm12633	0
Gm13034	0
Gm13238	0
Gm13271	0
Gm13272	0
Gm13275	0
Gm13276	0
Gm13277	0
Gm13278	0
Gm13279	0
Gm13283	0
Gm13285	0
Gm13286	0
Gm13287	0
Gm13288	0
Gm13289	0
Gm13290	0
Gm13315	0
Gm13498	0
Gm13889	0
Gm14057	0
Gm14137	0
Gm14345	0
Gm14346	0
Gm14347	0
Gm14351	0
Gm14374	0
Gm14458	0
Gm14474	0
Gm14475	0
Gm14476	0
Gm14477	0
Gm14478	0
Gm14479	0
Gm14482	0
Gm14483	0
Gm14484	0
Gm14501	0
Gm14511	0
Gm14725	0
Gm14920	0
Gm15104	0
Gm15421	0
Gm15455	0
Gm15645	0
Gm15694	0
Gm15760	0
Gm15881	0
Gm16442	0
Gm16451	0
Gm16501	0
Gm16523	0
Gm17757	0
Gm17762	0
Gm17769	0
Gm17801	0
Gm17821	0
Gm18853	0
Gm19402	0
Gm1943	0
Gm19668	0
Gm1995	0
Gm20172	0
Gm20199	0
Gm2027	0
Gm20300	0
Gm20554	0
Gm20594	0
Gm20741	0
Gm20806	0
Gm20809	0
Gm20822	0
Gm20826	0
Gm20854	0
Gm20865	0
Gm20917	0
Gm21379	0
Gm21637	0
Gm21950	0
Gm21951	0
Gm22109	0
Gm22291	0
Gm23284	0
Gm24148	0
Gm25018	0
Gm2518	0
Gm25212	0
Gm25500	0
Gm26391	0
Gm266	0
Gm2696	0
Gm2799	0
Gm2825	0
Gm2837	0
Gm2863	0
Gm2913	0
Gm2927	0
Gm2933	0
Gm29766	0
Gm3219	0
Gm3230	0
Gm3238	0
Gm3258	0
Gm3285	0
Gm3414	0
Gm3701	0
Gm3706	0
Gm3750	0
Gm3763	0
Gm4133	0
Gm4141	0
Gm4175	0
Gm4177	0
Gm4187	0
Gm4201	0
Gm4214	0
Gm4216	0
Gm4301	0
Gm4312	0
Gm44	0
Gm4432	0
Gm4461	0
Gm4498	0
Gm4532	0
Gm4559	0
Gm4737	0
Gm4787	0
Gm4906	0
Gm4925	0
Gm4971	0
Gm4980	0
Gm4981	0
Gm4984	0
Gm5039	0
Gm5069	0
Gm5071	0
Gm5072	0
Gm5088	0
Gm5126	0
Gm5129	0
Gm5132	0
Gm5136	0
Gm5176	0
Gm5334	0
Gm5346	0
Gm5382	0
Gm5415	0
Gm5424	0
Gm5434	0
Gm5464	0
Gm5523	0
Gm5617	0
Gm5634	0
Gm5635	0
Gm5712	0
Gm5725	0
Gm5726	0
Gm5728	0
Gm5766	0
Gm5779	0
Gm5803	0
Gm5925	0
Gm6026	0
Gm6083	0
Gm6164	0
Gm6194	0
Gm6251	0
Gm6402	0
Gm6406	0
Gm6524	0
Gm6525	0
Gm6548	0
Gm6583	0
Gm6588	0
Gm6607	0
Gm6623	0
Gm6642	0
Gm6654	0
Gm6682	0
Gm6756	0
Gm6815	0
Gm6927	0
Gm7102	0
Gm7104	0
Gm7134	0
Gm715	0
Gm7157	0
Gm7337	0
Gm7444	0
Gm7788	0
Gm7904	0
Gm7977	0
Gm8096	0
Gm8221	0
Gm8234	0
Gm8363	0
Gm8453	0
Gm8580	0
Gm8615	0
Gm8653	0
Gm8660	0
Gm8677	0
Gm8693	0
Gm8709	0
Gm8720	0
Gm8884	0
Gm8979	0
Gm8989	0
Gm9079	0
Gm9159	0
Gm9199	0
Gm9376	0
Gm9731	0
Gm9767	0
Gm9776	0
Gm9839	0
Gm9958	0
Gm996	0
Gmcl1l	0
Gp1bb	0
Gpbar1	0
Gpr135	0
Gpr15	0
Gpr150	0
Gpr151	0
Gpr25	0
Gpr27	0
Gpr31b	0
Gpr52	0
Gpr6	0
Gpr62	0
Gpx2-ps1	0
Gsg2	0
Gspt2	0
Gykl1	0
H19	0
H1f0	0
H1fnt	0
H1fx	0
H2afb1	0
H2afb2	0
H2afb3	0
H2afj	0
H2afx	0
H2afy3	0
H2bfm	0
Hcar1	0
Hcar2	0
Hdgfl1	0
Hdhd1a	0
Hexim1	0
Hils1	0
Hist1h1a	0
Hist1h1b	0
Hist1h1c	0
Hist1h1d	0
Hist1h1e	0
Hist1h1t	0
Hist1h2aa	0
Hist1h2ab	0
Hist1h2ac	0
Hist1h2ad	0
Hist1h2ae	0
Hist1h2af	0
Hist1h2ag	0
Hist1h2ah	0
Hist1h2ai	0
Hist1h2ak	0
Hist1h2an	0
Hist1h2ao	0
Hist1h2ap	0
Hist1h2ba	0
Hist1h2bb	0
Hist1h2bf	0
Hist1h2bg	0
Hist1h2bh	0
Hist1h2bj	0
Hist1h2bk	0
Hist1h2bl	0
Hist1h2bm	0
Hist1h2bn	0
Hist1h3a	0
Hist1h3b	0
Hist1h3c	0
Hist1h3d	0
Hist1h3e	0
Hist1h3f	0
Hist1h3g	0
Hist1h3h	0
Hist1h3i	0
Hist1h4a	0
Hist1h4b	0
Hist1h4c	0
Hist1h4d	0
Hist1h4f	0
Hist1h4h	0
Hist1h4i	0
Hist1h4j	0
Hist1h4k	0
Hist1h4m	0
Hist1h4n	0
Hist2h2aa1	0
Hist2h2aa2	0
Hist2h2ab	0
Hist2h2ac	0
Hist2h2bb	0
Hist2h2be	0
Hist2h3b	0
Hist2h3c1	0
Hist2h3c2	0
Hist2h4	0
Hist3h2a	0
Hist3h2ba	0
Hist3h2bb-ps	0
Hist4h4	0
Hmga2-ps1	0
Hmgb1-rs17	0
Hmgb4	0
Hnrnpa0	0
Hpdl	0
Hps6	0
Hrct1	0
Hsfy2	0
Hspa1a	0
Hspa1b	0
Hspb3	0
Hspb9	0
Htr1a	0
Htr1b	0
Hus1b	0
Hypm	0
Ier2	0
Ier5	0
Ier5l	0
Ifna1	0
Ifna11	0
Ifna12	0
Ifna13	0
Ifna14	0
Ifna15	0
Ifna16	0
Ifna2	0
Ifna4	0
Ifna5	0
Ifna6	0
Ifna7	0
Ifna9	0
Ifnab	0
Ifnb1	0
Ifne	0
Ifnz	0
Igbp1b	0
Igip	0
Imp3	0
Inafm1	0
Inafm2	0
Insm1	0
Insm2	0
Irf2bp1	0
Irf2bpl	0
Itpripl2	0
Jrkl	0
Jun	0
Junb	0
Jund	0
Kbtbd13	0
Kbtbd6	0
Kbtbd7	0
Kcna3	0
Kcna5	0
Kcne1l	0
Kcnf1	0
Kcnq1ot1	0
Kctd11	0
Kctd12	0
Kif2b	0
Kif4-ps	0
Kis2	0
Klf14	0
Klhdc7a	0
Klhdc7b	0
Klhl34	0
Klhl9	0
Krtap10-10	0
Krtap10-4	0
Krtap11-1	0
Krtap12-1	0
Krtap13	0
Krtap1-3	0
Krtap13-1	0
Krtap14	0
Krtap1-4	0
Krtap15	0
Krtap1-5	0
Krtap16-1	0
Krtap16-3	0
Krtap17-1	0
Krtap19-1	0
Krtap19-2	0
Krtap19-3	0
Krtap19-4	0
Krtap19-5	0
Krtap19-9b	0
Krtap20-2	0
Krtap21-1	0
Krtap22-2	0
Krtap2-4	0
Krtap24-1	0
Krtap26-1	0
Krtap27-1	0
Krtap3-1	0
Krtap31-1	0
Krtap31-2	0
Krtap3-2	0
Krtap3-3	0
Krtap4-1	0
Krtap4-16	0
Krtap4-2	0
Krtap4-6	0
Krtap4-7	0
Krtap4-8	0
Krtap4-9	0
Krtap5-1	0
Krtap5-2	0
Krtap5-3	0
Krtap5-4	0
Krtap5-5	0
Krtap6-1	0
Krtap6-2	0
Krtap6-5	0
Krtap7-1	0
Krtap8-1	0
Krtap9-1	0
Krtap9-3	0
Krtap9-5	0
Kti12	0
Lcmt2	0
Ldhal6b	0
Ldoc1	0
Ldoc1l	0
Leng9	0
LOC106740	0
LOC171588	0
Lpar6	0
Lrrc10	0
Lrrc10b	0
Lrrc30	0
Lrrc4	0
Mab21l1	0
Mab21l2	0
Maf	0
Mafa	0
Mafb	0
Magea1	0
Magea3	0
Magea4	0
Mageb1	0
Mageb16-ps1	0
Mageb2	0
Mageb3	0
Magee1	0
Magee2	0
Mageh1	0
Magel2	0
Malat1	0
Map10	0
Marcksl1-ps4	0
Mars2	0
Mblac1	0
Mc1r	0
Mc3r	0
Mc4r	0
Mcts2	0
Mesdc1	0
Mfsd6l	0
Mgat2	0
Mir100	0
Mir101a	0
Mir101b	0
Mir101c	0
Mir103-1	0
Mir103-2	0
Mir105	0
Mir106a	0
Mir106b	0
Mir107	0
Mir10a	0
Mir10b	0
Mir1187	0
Mir1188	0
Mir1190	0
Mir1191	0
Mir1191b	0
Mir1192	0
Mir1193	0
Mir1197	0
Mir1198	0
Mir1199	0
Mir122	0
Mir1224	0
Mir1231	0
Mir1247	0
Mir1249	0
Mir124a-1	0
Mir124a-2	0
Mir124a-3	0
Mir1251	0
Mir1258	0
Mir125a	0
Mir125b-1	0
Mir125b-2	0
Mir1264	0
Mir126a	0
Mir126b	0
Mir127	0
Mir128-1	0
Mir128-2	0
Mir1291	0
Mir129-1	0
Mir129-2	0
Mir1298	0
Mir129b	0
Mir1306	0
Mir130a	0
Mir130b	0
Mir130c	0
Mir132	0
Mir133a-1	0
Mir133a-2	0
Mir133b	0
Mir133c	0
Mir134	0
Mir135a-1	0
Mir135a-2	0
Mir135b	0
Mir136	0
Mir137	0
Mir138-1	0
Mir138-2	0
Mir139	0
Mir140	0
Mir141	0
Mir142	0
Mir142b	0
Mir143	0
Mir144	0
Mir145a	0
Mir145b	0
Mir146	0
Mir146b	0
Mir147	0
Mir148a	0
Mir148b	0
Mir149	0
Mir150	0
Mir151	0
Mir152	0
Mir153	0
Mir154	0
Mir155	0
Mir15a	0
Mir15b	0
Mir16-1	0
Mir16-2	0
Mir1668	0
Mir17	0
Mir17hg	0
Mir18	0
Mir181a-1	0
Mir181a-2	0
Mir181b-1	0
Mir181b-2	0
Mir181c	0
Mir181d	0
Mir182	0
Mir183	0
Mir1839	0
Mir184	0
Mir1843a	0
Mir1843b	0
Mir185	0
Mir186	0
Mir187	0
Mir188	0
Mir1892	0
Mir1893	0
Mir1894	0
Mir1895	0
Mir1896	0
Mir1897	0
Mir1898	0
Mir1899	0
Mir18b	0
Mir1900	0
Mir1901	0
Mir1902	0
Mir1903	0
Mir1904	0
Mir1905	0
Mir1906-1	0
Mir1906-2	0
Mir1907	0
Mir190a	0
Mir190b	0
Mir191	0
Mir1912	0
Mir192	0
Mir1927	0
Mir1928	0
Mir1929	0
Mir1930	0
Mir1931	0
Mir1932	0
Mir1933	0
Mir1934	0
Mir1936	0
Mir1938	0
Mir193a	0
Mir193b	0
Mir1941	0
Mir194-1	0
Mir1942	0
Mir194-2	0
Mir1943	0
Mir1945	0
Mir1946a	0
Mir1946b	0
Mir1947	0
Mir1948	0
Mir1949	0
Mir1950	0
Mir1951	0
Mir1952	0
Mir1953	0
Mir1954	0
Mir1955	0
Mir1956	0
Mir1957b	0
Mir1958	0
Mir195a	0
Mir195b	0
Mir1960	0
Mir1961	0
Mir1962	0
Mir1963	0
Mir1964	0
Mir1966	0
Mir1967	0
Mir1968	0
Mir1969	0
Mir196a-1	0
Mir196a-2	0
Mir196b	0
Mir1970	0
Mir1971	0
Mir1981	0
Mir1982	0
Mir1983	0
Mir199a-1	0
Mir199a-2	0
Mir199b	0
Mir19a	0
Mir19b-1	0
Mir19b-2	0
Mir1a-1	0
Mir1a-2	0
Mir1b	0
Mir200a	0
Mir200b	0
Mir200c	0
Mir201	0
Mir202	0
Mir203	0
Mir204	0
Mir205	0
Mir206	0
Mir207	0
Mir208a	0
Mir208b	0
Mir20a	0
Mir20b	0
Mir210	0
Mir211	0
Mir212	0
Mir2136	0
Mir2137	0
Mir2139	0
Mir214	0
Mir215	0
Mir216a	0
Mir216b	0
Mir216c	0
Mir217	0
Mir218-1	0
Mir218-2	0
Mir219a-1	0
Mir219a-2	0
Mir219b	0
Mir219c	0
Mir21a	0
Mir21b	0
Mir21c	0
Mir22	0
Mir221	0
Mir222	0
Mir223	0
Mir224	0
Mir23a	0
Mir23b	0
Mir24-1	0
Mir24-2	0
Mir25	0
Mir26a-1	0
Mir26a-2	0
Mir26b	0
Mir27a	0
Mir27b	0
Mir2861	0
Mir28b	0
Mir28c	0
Mir290a	0
Mir290b	0
Mir291a	0
Mir291b	0
Mir292	0
Mir292b	0
Mir293	0
Mir294	0
Mir295	0
Mir296	0
Mir297-2	0
Mir297a-3	0
Mir297b	0
Mir297c	0
Mir298	0
Mir299a	0
Mir299b	0
Mir29a	0
Mir29b-1	0
Mir29b-2	0
Mir29c	0
Mir300	0
Mir301	0
Mir301b	0
Mir302a	0
Mir302b	0
Mir302c	0
Mir302d	0
Mir3057	0
Mir3058	0
Mir3059	0
Mir3060	0
Mir3061	0
Mir3062	0
Mir3063	0
Mir3064	0
Mir3065	0
Mir3066	0
Mir3067	0
Mir3068	0
Mir3069	0
Mir3070a	0
Mir3070b	0
Mir3071	0
Mir3072	0
Mir3073a	0
Mir3073b	0
Mir3074-1	0
Mir3074-2	0
Mir3075	0
Mir3076	0
Mir3077	0
Mir3078	0
Mir3079	0
Mir3080	0
Mir3081	0
Mir3082	0
Mir3083	0
Mir3084	0
Mir3084-2	0
Mir3085	0
Mir3086	0
Mir3087	0
Mir3088	0
Mir3089	0
Mir3090	0
Mir3091	0
Mir3092	0
Mir3093	0
Mir3094	0
Mir3095	0
Mir3097	0
Mir3098	0
Mir3099	0
Mir30a	0
Mir30b	0
Mir30c-1	0
Mir30c-2	0
Mir30d	0
Mir30e	0
Mir30f	0
Mir31	0
Mir3100	0
Mir3101	0
Mir3102	0
Mir3103	0
Mir3104	0
Mir3105	0
Mir3106	0
Mir3107	0
Mir3108	0
Mir3109	0
Mir3110	0
Mir3112	0
Mir3113	0
Mir3154	0
Mir32	0
Mir320	0
Mir322	0
Mir323	0
Mir324	0
Mir325	0
Mir326	0
Mir327	0
Mir328	0
Mir329	0
Mir33	0
Mir330	0
Mir331	0
Mir335	0
Mir337	0
Mir338	0
Mir339	0
Mir340	0
Mir341	0
Mir342	0
Mir343	0
Mir344	0
Mir344-2	0
Mir344b	0
Mir344c	0
Mir344d-1	0
Mir344d-2	0
Mir344d-3	0
Mir344e	0
Mir344f	0
Mir344g	0
Mir344h-1	0
Mir344h-2	0
Mir344i	0
Mir345	0
Mir346	0
Mir3470b	0
Mir3471-2	0
Mir3472	0
Mir3473a	0
Mir3473c	0
Mir3473d	0
Mir3473e	0
Mir3473f	0
Mir3473g	0
Mir3474	0
Mir3475	0
Mir34a	0
Mir34b	0
Mir34c	0
Mir350	0
Mir351	0
Mir3544	0
Mir3547	0
Mir3552	0
Mir3569	0
Mir3572	0
Mir361	0
Mir3618	0
Mir362	0
Mir3620	0
Mir363	0
Mir365-1	0
Mir365-2	0
Mir367	0
Mir369	0
Mir370	0
Mir374b	0
Mir374c	0
Mir375	0
Mir376a	0
Mir376b	0
Mir376c	0
Mir377	0
Mir378a	0
Mir378b	0
Mir378c	0
Mir378d	0
Mir379	0
Mir380	0
Mir381	0
Mir382	0
Mir383	0
Mir384	0
Mir3960	0
Mir3961	0
Mir3962	0
Mir3963	0
Mir3964	0
Mir3965	0
Mir3966	0
Mir3967	0
Mir3968	0
Mir3969	0
Mir3970	0
Mir3971	0
Mir409	0
Mir410	0
Mir411	0
Mir412	0
Mir421	0
Mir423	0
Mir425	0
Mir429	0
Mir431	0
Mir432	0
Mir433	0
Mir434	0
Mir448	0
Mir449a	0
Mir449b	0
Mir449c	0
Mir450-1	0
Mir450-2	0
Mir450b	0
Mir451a	0
Mir451b	0
Mir452	0
Mir453	0
Mir455	0
Mir463	0
Mir465	0
Mir465b-1	0
Mir465b-2	0
Mir465c-1	0
Mir465c-2	0
Mir465d	0
Mir466	0
Mir466b-1	0
Mir466b-2	0
Mir466b-3	0
Mir466b-4	0
Mir466b-5	0
Mir466b-6	0
Mir466b-7	0
Mir466b-8	0
Mir466c-1	0
Mir466c-2	0
Mir466c-3	0
Mir466e	0
Mir466f-4	0
Mir466g	0
Mir466i	0
Mir466j	0
Mir466k	0
Mir466l	0
Mir466m	0
Mir466n	0
Mir466o	0
Mir466p	0
Mir466q	0
Mir467a-1	0
Mir467a-10	0
Mir467a-2	0
Mir467a-3	0
Mir467a-4	0
Mir467a-5	0
Mir467a-6	0
Mir467a-7	0
Mir467a-8	0
Mir467a-9	0
Mir467b	0
Mir467c	0
Mir467d	0
Mir467f	0
Mir467g	0
Mir467h	0
Mir468	0
Mir470	0
Mir471	0
Mir483	0
Mir484	0
Mir485	0
Mir486	0
Mir487b	0
Mir488	0
Mir489	0
Mir490	0
Mir491	0
Mir493	0
Mir494	0
Mir495	0
Mir496a	0
Mir496b	0
Mir497	0
Mir497b	0
Mir499	0
Mir500	0
Mir501	0
Mir503	0
Mir504	0
Mir5046	0
Mir505	0
Mir509	0
Mir5099	0
Mir5100	0
Mir5101	0
Mir5103	0
Mir5104	0
Mir5106	0
Mir5107	0
Mir5108	0
Mir511	0
Mir5110	0
Mir5112	0
Mir5113	0
Mir5114	0
Mir5116	0
Mir5118	0
Mir5119	0
Mir5120	0
Mir5121	0
Mir5122	0
Mir5123	0
Mir5125	0
Mir5126	0
Mir5127	0
Mir5128	0
Mir5129	0
Mir5130	0
Mir5131	0
Mir5132	0
Mir5133	0
Mir5134	0
Mir5135	0
Mir5136	0
Mir532	0
Mir539	0
Mir540	0
Mir541	0
Mir542	0
Mir543	0
Mir544	0
Mir546	0
Mir547	0
Mir551b	0
Mir5615-1	0
Mir5615-2	0
Mir5616	0
Mir5617	0
Mir5618	0
Mir5619	0
Mir5620	0
Mir5621	0
Mir5622	0
Mir5623	0
Mir5624	0
Mir5625	0
Mir5626	0
Mir5627	0
Mir568	0
Mir5709	0
Mir5710	0
Mir574	0
Mir582	0
Mir592	0
Mir598	0
Mir599	0
Mir615	0
Mir6236	0
Mir6237	0
Mir6238	0
Mir6239	0
Mir6241	0
Mir6244	0
Mir6335	0
Mir6336	0
Mir6337	0
Mir6338	0
Mir6339	0
Mir6340	0
Mir6341	0
Mir6342	0
Mir6343	0
Mir6344	0
Mir6345	0
Mir6346	0
Mir6347	0
Mir6348	0
Mir6349	0
Mir6350	0
Mir6351	0
Mir6352	0
Mir6353	0
Mir6354	0
Mir6355	0
Mir6356	0
Mir6357	0
Mir6358	0
Mir6359	0
Mir6360	0
Mir6361	0
Mir6363	0
Mir6365	0
Mir6366	0
Mir6367	0
Mir6368	0
Mir6369	0
Mir6370	0
Mir6371	0
Mir6372	0
Mir6373	0
Mir6374	0
Mir6375	0
Mir6376	0
Mir6377	0
Mir6378	0
Mir6379	0
Mir6380	0
Mir6381	0
Mir6382	0
Mir6383	0
Mir6384	0
Mir6385	0
Mir6386	0
Mir6387	0
Mir6388	0
Mir6389	0
Mir6390	0
Mir6391	0
Mir6392	0
Mir6393	0
Mir6394	0
Mir6395	0
Mir6396	0
Mir6397	0
Mir6398	0
Mir6399	0
Mir6400	0
Mir6401	0
Mir6402	0
Mir6403	0
Mir6404	0
Mir6405	0
Mir6406	0
Mir6407	0
Mir6408	0
Mir6409	0
Mir6410	0
Mir6411	0
Mir6413	0
Mir6414	0
Mir6415	0
Mir6416	0
Mir6417	0
Mir6418	0
Mir6419	0
Mir6420	0
Mir6481	0
Mir6516	0
Mir652	0
Mir653	0
Mir6537	0
Mir6538	0
Mir6539	0
Mir654	0
Mir6540	0
Mir6541	0
Mir6546	0
Mir664	0
Mir665	0
Mir666	0
Mir667	0
Mir668	0
Mir669a-1	0
Mir669a-10	0
Mir669a-11	0
Mir669a-12	0
Mir669a-2	0
Mir669a-3	0
Mir669a-4	0
Mir669a-5	0
Mir669a-6	0
Mir669a-7	0
Mir669a-8	0
Mir669a-9	0
Mir669b	0
Mir669c	0
Mir669d	0
Mir669d-2	0
Mir669e	0
Mir669f	0
Mir669g	0
Mir669h	0
Mir669i	0
Mir669j	0
